"","Plot","sensor","year","doy","cfmask","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band6","sr_band7"
"23234",9,"LT5","2009","121",4,2036,2313,2526,2986,2987,-1,2539
"23235",8,"LT5","2009","121",4,1944,2241,2440,2952,2919,-1,2471
"23236",8,"LT5","2009","121",4,1981,2278,2555,3021,3010,-1,2572
"23237",6,"LT5","2009","121",4,2036,2349,2585,3021,3032,-1,2640
"23238",5,"LT5","2009","121",4,2017,2313,2526,2952,3076,-1,2572
"23239",5,"LT5","2009","121",4,2017,2313,2526,3021,2964,-1,2572
"23240",5,"LT5","2009","121",4,1999,2349,2555,2986,2964,-1,2572
"23241",4,"LT5","2009","121",4,2036,2349,2585,2986,3010,-1,2606
"23242",3,"LT5","2009","121",4,1944,2349,2526,2952,2942,-1,2539
"23243",3,"LT5","2009","121",4,1981,2313,2498,2986,2987,-1,2572
"23244",7,"LT5","2009","121",4,1981,2349,2555,3021,3010,-1,2572
"23245",7,"LT5","2009","121",4,1981,2349,2555,3055,2987,-1,2539
"23246",2,"LT5","2009","121",4,1999,2313,2498,2986,2964,-1,2572
"23247",1,"LT5","2009","121",4,1999,2313,2498,2986,2987,-1,2572
"23248",1,"LT5","2009","121",4,1981,2278,2498,2986,3010,-1,2572
"23249",16,"LT5","2009","121",4,1999,2313,2526,3021,2987,-1,2572
"23250",11,"LT5","2009","121",4,2109,2349,2555,3055,3010,-1,2640
"23251",10,"LT5","2009","121",4,1999,2313,2526,2986,2987,-1,2539
"23252",14,"LT5","2009","121",4,1999,2313,2498,3021,2987,-1,2572
"23253",13,"LT5","2009","121",4,1981,2278,2469,2952,2987,-1,2572
"23254",15,"LT5","2009","121",4,1999,2313,2585,2986,2987,-1,2572
"23255",15,"LT5","2009","121",4,1999,2349,2555,3021,2964,-1,2572
"23256",20,"LT5","2009","121",4,2017,2313,2555,3021,2964,-1,2572
"23257",23,"LT5","2009","121",4,1999,2349,2526,3021,2987,-1,2539
"23258",22,"LT5","2009","121",4,2036,2313,2555,3021,2964,-1,2572
"23259",21,"LT5","2009","121",4,2036,2313,2555,2986,2942,-1,2504
"23260",21,"LT5","2009","121",4,2017,2349,2526,3021,2942,-1,2539
"23261",17,"LT5","2009","121",4,2036,2385,2555,3055,3032,-1,2606
"23262",18,"LT5","2009","121",4,1981,2313,2497,2986,3010,-1,2606
"23263",19,"LT5","2009","121",4,2017,2349,2555,3055,3010,-1,2572
"23264",12,"LT5","2009","121",4,2036,2349,2555,3021,3032,-1,2640
"23265",24,"LT5","2009","121",4,2017,2313,2497,2952,2964,-1,2606
"23266",9,"LT5","2009","137",0,1087,1469,1776,2296,3520,-1,2943
"23267",9,"LT5","2009","137",0,1215,1630,1959,2459,3695,-1,3173
"23268",8,"LT5","2009","137",0,1102,1598,1854,2296,3585,-1,3041
"23269",8,"LT5","2009","137",0,1215,1759,2064,2590,3695,-1,3270
"23270",6,"LT5","2009","137",0,1151,1630,1959,2459,3739,-1,3239
"23271",5,"LT5","2009","137",0,1118,1533,1801,2329,3585,-1,3074
"23272",5,"LT5","2009","137",0,1167,1630,1881,2394,3652,-1,3140
"23273",5,"LT5","2009","137",0,1135,1630,1959,2426,3673,-1,3173
"23274",4,"LT5","2009","137",0,1263,1759,2169,2655,3805,-1,3206
"23275",3,"LT5","2009","137",0,1263,1727,2091,2590,3695,-1,3140
"23276",3,"LT5","2009","137",0,1151,1630,1933,2491,3585,-1,3041
"23277",7,"LT5","2009","137",0,1199,1662,2117,2720,3760,-1,3336
"23278",7,"LT5","2009","137",0,1183,1695,2038,2655,3739,-1,3303
"23279",2,"LT5","2009","137",0,1135,1598,1959,2524,3564,-1,3107
"23280",1,"LT5","2009","137",0,1135,1630,1906,2458,3607,-1,3140
"23281",1,"LT5","2009","137",0,1183,1630,1906,2491,3651,-1,3074
"23282",16,"LT5","2009","137",0,1183,1598,1906,2394,3673,-1,3074
"23283",11,"LT5","2009","137",0,1215,1662,2091,2655,3783,-1,3402
"23284",10,"LT5","2009","137",0,1151,1630,1986,2459,3629,-1,3107
"23285",14,"LT5","2009","137",0,1215,1695,2064,2590,3695,-1,3270
"23286",13,"LT5","2009","137",0,1231,1630,1986,2557,3695,-1,3173
"23287",15,"LT5","2009","137",0,1151,1695,2011,2524,3695,-1,3239
"23288",15,"LT5","2009","137",0,1183,1662,2064,2622,3695,-1,3206
"23289",20,"LT5","2009","137",0,1167,1630,2011,2557,3630,-1,3206
"23290",23,"LT5","2009","137",0,1134,1630,1986,2459,3695,-1,3239
"23291",22,"LT5","2009","137",0,1167,1630,1986,2459,3607,-1,3173
"23292",21,"LT5","2009","137",0,1087,1533,1776,2296,3585,-1,3042
"23293",21,"LT5","2009","137",0,1102,1533,1854,2296,3585,-1,3009
"23294",17,"LT5","2009","137",0,1198,1695,2064,2557,3717,-1,3239
"23295",18,"LT5","2009","137",0,1167,1566,1906,2426,3630,-1,3271
"23296",19,"LT5","2009","137",0,1215,1662,2064,2688,3695,-1,3239
"23297",12,"LT5","2009","137",0,1215,1630,2091,2754,3783,-1,3369
"23298",24,"LT5","2009","137",0,1167,1630,1986,2557,3695,-1,3173
"23299",9,"LT5","2009","153",0,1037,1370,1645,2234,3540,-1,3165
"23300",9,"LT5","2009","153",0,1134,1531,1855,2362,3690,-1,3358
"23301",8,"LT5","2009","153",0,1086,1403,1750,2266,3540,-1,3101
"23302",8,"LT5","2009","153",0,1167,1595,1985,2554,3775,-1,3455
"23303",6,"LT5","2009","153",0,1151,1531,1933,2426,3732,-1,3390
"23304",5,"LT5","2009","153",0,1070,1435,1750,2234,3624,-1,3230
"23305",5,"LT5","2009","153",0,1103,1467,1828,2329,3624,-1,3230
"23306",5,"LT5","2009","153",0,1103,1499,1828,2362,3646,-1,3293
"23307",4,"LT5","2009","153",0,1151,1627,2037,2585,3754,-1,3358
"23308",3,"LT5","2009","153",0,1118,1563,1906,2521,3690,-1,3293
"23309",3,"LT5","2009","153",0,1053,1467,1855,2394,3625,-1,3198
"23310",7,"LT5","2009","153",0,1167,1627,2063,2649,3754,-1,3486
"23311",7,"LT5","2009","153",0,1118,1595,2011,2617,3775,-1,3358
"23312",2,"LT5","2009","153",0,1086,1563,1906,2489,3625,-1,3358
"23313",1,"LT5","2009","153",0,1103,1499,1802,2394,3646,-1,3230
"23314",1,"LT5","2009","153",0,1086,1467,1802,2394,3646,-1,3293
"23315",16,"LT5","2009","153",0,1102,1467,1855,2362,3604,-1,3230
"23316",11,"LT5","2009","153",0,1134,1563,1985,2586,3775,-1,3518
"23317",10,"LT5","2009","153",0,1053,1499,1855,2362,3625,-1,3230
"23318",14,"LT5","2009","153",0,1134,1563,1959,2521,3775,-1,3358
"23319",13,"LT5","2009","153",0,1118,1563,1906,2521,3690,-1,3358
"23320",15,"LT5","2009","153",0,1118,1499,1906,2457,3711,-1,3390
"23321",15,"LT5","2009","153",0,1151,1660,2011,2554,3732,-1,3358
"23322",20,"LT5","2009","153",0,1086,1499,1855,2457,3647,-1,3294
"23323",23,"LT5","2009","153",0,1053,1499,1906,2426,3625,-1,3294
"23324",22,"LT5","2009","153",0,1134,1499,1959,2489,3604,-1,3294
"23325",21,"LT5","2009","153",0,1036,1402,1750,2234,3561,-1,3198
"23326",21,"LT5","2009","153",0,1036,1435,1723,2234,3497,-1,3101
"23327",17,"LT5","2009","153",0,1151,1563,1933,2489,3754,-1,3293
"23328",18,"LT5","2009","153",0,1102,1467,1802,2330,3690,-1,3358
"23329",19,"LT5","2009","153",0,1134,1595,1985,2554,3711,-1,3293
"23330",12,"LT5","2009","153",0,1086,1563,1959,2585,3754,-1,3518
"23331",24,"LT5","2009","153",0,1070,1531,1906,2521,3732,-1,3358
"23332",9,"LT5","2009","169",4,2935,3163,3216,3764,2669,-1,2255
"23333",9,"LT5","2009","169",4,2965,3225,3266,3796,2669,-1,2287
"23334",8,"LT5","2009","169",4,2920,3163,3190,3731,2581,-1,2255
"23335",8,"LT5","2009","169",4,2890,3194,3190,3731,2581,-1,2222
"23336",6,"LT5","2009","169",4,2737,3070,3087,3602,2581,-1,2189
"23337",5,"LT5","2009","169",4,2783,3101,3113,3602,2581,-1,2255
"23338",5,"LT5","2009","169",4,2767,3070,3087,3634,2603,-1,2222
"23339",5,"LT5","2009","169",4,2768,3101,3113,3634,2646,-1,2189
"23340",4,"LT5","2009","169",4,2843,3070,3113,3602,2624,-1,2222
"23341",3,"LT5","2009","169",4,2874,3101,3164,3666,2624,-1,2189
"23342",3,"LT5","2009","169",4,2859,3070,3190,3635,2559,-1,2222
"23343",7,"LT5","2009","169",4,3026,3287,3266,3829,2669,-1,2255
"23344",7,"LT5","2009","169",4,2980,3225,3240,3796,2712,-1,2255
"23345",2,"LT5","2009","169",4,2905,3132,3138,3666,2603,-1,2189
"23346",1,"LT5","2009","169",4,2920,3163,3164,3699,2624,-1,2189
"23347",1,"LT5","2009","169",4,2905,3194,3216,3731,2646,-1,2222
"23348",16,"LT5","2009","169",4,2965,3225,3190,3699,2646,-1,2222
"23349",11,"LT5","2009","169",4,2935,3163,3215,3699,2669,-1,2255
"23350",10,"LT5","2009","169",4,2995,3163,3215,3764,2646,-1,2287
"23351",14,"LT5","2009","169",4,2920,3194,3266,3764,2646,-1,2189
"23352",13,"LT5","2009","169",4,3026,3256,3292,3829,2646,-1,2255
"23353",15,"LT5","2009","169",4,2965,3194,3240,3796,2646,-1,2255
"23354",15,"LT5","2009","169",4,2935,3194,3240,3731,2646,-1,2189
"23355",20,"LT5","2009","169",4,2949,3163,3215,3731,2646,-1,2287
"23356",23,"LT5","2009","169",4,2813,3101,3138,3569,2581,-1,2123
"23357",22,"LT5","2009","169",4,2874,3070,3215,3698,2603,-1,2189
"23358",21,"LT5","2009","169",4,2904,3163,3215,3666,2646,-1,2222
"23359",21,"LT5","2009","169",4,2935,3194,3240,3699,2669,-1,2222
"23360",17,"LT5","2009","169",4,2905,3225,3215,3666,2646,-1,2255
"23361",18,"LT5","2009","169",4,2829,3070,3113,3537,2559,-1,2189
"23362",19,"LT5","2009","169",4,2829,3101,3164,3666,2624,-1,2189
"23363",12,"LT5","2009","169",4,2874,3101,3164,3731,2646,-1,2255
"23364",24,"LT5","2009","169",4,2858,3132,3164,3666,2624,-1,2222
"23365",9,"LT5","2009","185",0,1115,1556,1849,2549,4001,-1,3515
"23366",9,"LT5","2009","185",0,1237,1763,2101,2797,4163,-1,3724
"23367",8,"LT5","2009","185",0,1097,1520,1820,2479,3582,-1,3060
"23368",8,"LT5","2009","185",0,1167,1590,1933,2585,3397,-1,2885
"23369",6,"LT5","2009","185",0,1325,1833,2295,3151,4627,-1,4003
"23370",5,"LT5","2009","185",0,1255,1799,2183,2974,4487,-1,3793
"23371",5,"LT5","2009","185",0,1255,1833,2239,2974,4557,-1,3933
"23372",5,"LT5","2009","185",0,1307,1867,2267,3045,4580,-1,3899
"23373",4,"LT5","2009","185",0,1377,1971,2379,3257,4742,-1,3968
"23374",3,"LT5","2009","185",0,1360,1971,2351,3186,4580,-1,3899
"23375",3,"LT5","2009","185",0,1307,1763,2183,3081,4326,-1,3759
"23376",7,"LT5","2009","185",0,1220,1763,2183,3009,4024,-1,3549
"23377",7,"LT5","2009","185",0,1237,1729,2129,2904,3861,-1,3235
"23378",2,"LT5","2009","185",0,1202,1763,2183,3009,4233,-1,3689
"23379",1,"LT5","2009","185",0,1185,1729,2073,2904,4001,-1,3340
"23380",1,"LT5","2009","185",0,1255,1729,2045,2904,4024,-1,3305
"23381",16,"LT5","2009","185",0,1202,1729,2183,2904,4326,-1,3793
"23382",11,"LT5","2009","185",0,1360,1903,2406,3257,4649,-1,4073
"23383",10,"LT5","2009","185",0,1325,1867,2351,3045,4649,-1,3899
"23384",14,"LT5","2009","185",0,1185,1694,2073,2762,3791,-1,3200
"23385",13,"LT5","2009","185",0,1220,1660,2129,2833,4047,-1,3549
"23386",15,"LT5","2009","185",0,1150,1624,1933,2620,3652,-1,3165
"23387",15,"LT5","2009","185",0,1167,1660,2017,2692,3746,-1,3269
"23388",20,"LT5","2009","185",0,1185,1799,2129,2939,4256,-1,3689
"23389",23,"LT5","2009","185",0,1079,1485,1905,2549,3676,-1,2816
"23390",22,"LT5","2009","185",0,1255,1833,2183,3045,4302,-1,3689
"23391",21,"LT5","2009","185",0,1220,1694,2017,2869,4302,-1,3584
"23392",21,"LT5","2009","185",0,1220,1729,2073,2833,4326,-1,3689
"23393",17,"LT5","2009","185",0,1342,1903,2462,3292,4719,-1,4038
"23394",18,"LT5","2009","185",0,1307,1799,2267,3116,4604,-1,3899
"23395",19,"LT5","2009","185",0,1272,1903,2406,3151,4487,-1,3724
"23396",12,"LT5","2009","185",0,1325,1937,2379,3292,4580,-1,4142
"23397",24,"LT5","2009","185",0,1237,1799,2155,3116,4627,-1,4003
"23398",9,"LT5","2009","201",0,984,1367,1661,2339,3541,-1,3083
"23399",9,"LT5","2009","201",0,1087,1571,1909,2547,3816,-1,3359
"23400",8,"LT5","2009","201",0,1053,1469,1799,2512,3564,-1,3152
"23401",8,"LT5","2009","201",0,1120,1639,2019,2788,3747,-1,3428
"23402",6,"LT5","2009","201",0,1087,1606,1992,2719,3678,-1,3324
"23403",5,"LT5","2009","201",0,1036,1504,1827,2477,3609,-1,3255
"23404",5,"LT5","2009","201",0,1087,1537,1854,2546,3656,-1,3290
"23405",5,"LT5","2009","201",0,1104,1571,1909,2650,3678,-1,3290
"23406",4,"LT5","2009","201",0,1189,1639,2047,2719,3839,-1,3359
"23407",3,"LT5","2009","201",0,1138,1639,1992,2719,3816,-1,3462
"23408",3,"LT5","2009","201",0,1036,1537,1855,2616,3609,-1,3187
"23409",7,"LT5","2009","201",0,1103,1606,2019,2857,3770,-1,3497
"23410",7,"LT5","2009","201",0,1103,1571,1992,2788,3702,-1,3359
"23411",2,"LT5","2009","201",0,1019,1537,1882,2650,3656,-1,3324
"23412",1,"LT5","2009","201",0,1069,1537,1882,2685,3587,-1,3152
"23413",1,"LT5","2009","201",0,1086,1571,1909,2685,3610,-1,3152
"23414",16,"LT5","2009","201",0,1070,1571,1937,2581,3701,-1,3255
"23415",11,"LT5","2009","201",0,1156,1606,2047,2892,3816,-1,3427
"23416",10,"LT5","2009","201",0,1070,1571,1937,2650,3678,-1,3255
"23417",14,"LT5","2009","201",0,1155,1639,2019,2685,3794,-1,3393
"23418",13,"LT5","2009","201",0,1086,1537,1909,2685,3702,-1,3359
"23419",15,"LT5","2009","201",0,1104,1571,1965,2650,3770,-1,3359
"23420",15,"LT5","2009","201",0,1139,1606,2047,2754,3793,-1,3462
"23421",20,"LT5","2009","201",0,1070,1537,1909,2650,3633,-1,3255
"23422",23,"LT5","2009","201",0,1002,1504,1854,2580,3746,-1,3290
"23423",22,"LT5","2009","201",0,1087,1571,1937,2615,3632,-1,3290
"23424",21,"LT5","2009","201",0,1019,1504,1827,2546,3633,-1,3151
"23425",21,"LT5","2009","201",0,1019,1504,1827,2477,3563,-1,3186
"23426",17,"LT5","2009","201",0,1121,1673,2047,2754,3793,-1,3359
"23427",18,"LT5","2009","201",0,1070,1537,1909,2649,3724,-1,3324
"23428",19,"LT5","2009","201",0,1139,1606,2019,2822,3678,-1,3392
"23429",12,"LT5","2009","201",0,1139,1639,2019,2857,3769,-1,3461
"23430",24,"LT5","2009","201",0,1053,1504,1854,2649,3723,-1,3358
"23431",9,"LT5","2009","217",0,1003,1358,1683,2374,3569,-1,3083
"23432",9,"LT5","2009","217",0,1105,1528,1958,2546,3728,-1,3358
"23433",8,"LT5","2009","217",0,1054,1460,1820,2512,3499,-1,3118
"23434",8,"LT5","2009","217",0,1139,1664,1986,2752,3684,-1,3324
"23435",6,"LT5","2009","217",0,1121,1595,1957,2648,3637,-1,3255
"23436",5,"LT5","2009","217",0,1105,1528,1902,2512,3591,-1,3118
"23437",5,"LT5","2009","217",0,1105,1528,1848,2546,3683,-1,3221
"23438",5,"LT5","2009","217",0,1088,1528,1902,2614,3659,-1,3221
"23439",4,"LT5","2009","217",0,1139,1630,2040,2717,3728,-1,3289
"23440",3,"LT5","2009","217",0,1088,1630,2040,2717,3683,-1,3187
"23441",3,"LT5","2009","217",0,986,1528,1876,2581,3477,-1,3118
"23442",7,"LT5","2009","217",0,1122,1596,2013,2821,3684,-1,3462
"23443",7,"LT5","2009","217",0,1122,1596,2013,2787,3592,-1,3324
"23444",2,"LT5","2009","217",0,1003,1460,1848,2581,3569,-1,3256
"23445",1,"LT5","2009","217",0,1105,1528,1903,2649,3545,-1,3084
"23446",1,"LT5","2009","217",0,1105,1562,1958,2683,3569,-1,3084
"23447",16,"LT5","2009","217",0,1054,1528,1903,2581,3637,-1,3221
"23448",11,"LT5","2009","217",0,1105,1596,2012,2786,3705,-1,3392
"23449",10,"LT5","2009","217",0,1121,1596,1957,2614,3637,-1,3256
"23450",14,"LT5","2009","217",0,1139,1630,2041,2684,3684,-1,3359
"23451",13,"LT5","2009","217",0,1088,1562,1958,2684,3614,-1,3325
"23452",15,"LT5","2009","217",0,1088,1596,1986,2683,3729,-1,3290
"23453",15,"LT5","2009","217",0,1105,1630,2012,2683,3684,-1,3359
"23454",20,"LT5","2009","217",0,1037,1528,1931,2614,3660,-1,3256
"23455",23,"LT5","2009","217",0,1053,1494,1847,2614,3568,-1,3221
"23456",22,"LT5","2009","217",0,1088,1629,1985,2648,3591,-1,3152
"23457",21,"LT5","2009","217",0,1019,1494,1820,2546,3545,-1,3083
"23458",21,"LT5","2009","217",0,1070,1494,1820,2443,3545,-1,3152
"23459",17,"LT5","2009","217",0,1121,1697,2068,2752,3660,-1,3289
"23460",18,"LT5","2009","217",0,1053,1528,1930,2580,3613,-1,3152
"23461",19,"LT5","2009","217",0,1139,1595,2040,2717,3613,-1,3358
"23462",12,"LT5","2009","217",0,1139,1562,2012,2786,3637,-1,3221
"23463",24,"LT5","2009","217",0,1019,1494,1847,2648,3637,-1,3221
"23464",9,"LT5","2009","233",4,1470,1794,2081,2794,3590,-1,3025
"23465",9,"LT5","2009","233",4,1556,1897,2278,2971,3755,-1,3237
"23466",8,"LT5","2009","233",4,1832,2241,2557,3323,4085,-1,3449
"23467",8,"LT5","2009","233",4,1918,2377,2725,3464,4203,-1,3626
"23468",6,"LT5","2009","233",4,16000,3991,4104,4759,4883,-1,4366
"23469",5,"LT5","2009","233",4,2730,2953,3141,3815,3872,-1,3378
"23470",5,"LT5","2009","233",4,2980,3189,3361,3990,4107,-1,3555
"23471",5,"LT5","2009","233",4,2847,3122,3306,3991,4155,-1,3589
"23472",4,"LT5","2009","233",4,2190,2513,2835,3569,3990,-1,3343
"23473",3,"LT5","2009","233",4,2156,2445,2752,3534,3967,-1,3273
"23474",3,"LT5","2009","233",4,2089,2411,2725,3499,4014,-1,3343
"23475",7,"LT5","2009","233",4,1746,2173,2557,3324,3921,-1,3485
"23476",7,"LT5","2009","233",4,2208,2548,2809,3570,4108,-1,3590
"23477",2,"LT5","2009","233",4,2479,2819,3085,3886,4390,-1,3661
"23478",1,"LT5","2009","233",4,2411,2684,2975,3746,4297,-1,3731
"23479",1,"LT5","2009","233",4,2395,2717,3030,3746,4297,-1,3731
"23480",16,"LT5","2009","233",4,1986,2274,2612,3359,3779,-1,3308
"23481",11,"LT5","2009","233",4,2428,2751,2946,3675,4037,-1,3448
"23482",10,"LT5","2009","233",4,1918,2240,2529,3218,3544,-1,2954
"23483",14,"LT5","2009","233",4,1918,2309,2641,3324,4038,-1,3414
"23484",13,"LT5","2009","233",4,2480,2785,3086,3817,4367,-1,3768
"23485",15,"LT5","2009","233",4,1815,2172,2529,3289,3991,-1,3344
"23486",15,"LT5","2009","233",4,2020,2309,2640,3359,3991,-1,3344
"23487",20,"LT5","2009","233",4,1573,1966,2362,3076,3779,-1,3378
"23488",23,"LT5","2009","233",4,16000,4585,4733,5489,5822,-1,5284
"23489",22,"LT5","2009","233",4,3575,3925,3995,4724,4954,-1,4473
"23490",21,"LT5","2009","233",4,2647,3055,3169,3955,4272,-1,3731
"23491",21,"LT5","2009","233",4,2224,2514,2808,3359,3732,-1,3273
"23492",17,"LT5","2009","233",4,3180,3525,3693,4446,4743,-1,4296
"23493",18,"LT5","2009","233",4,16000,4024,4214,4968,5188,-1,4614
"23494",19,"LT5","2009","233",4,16000,4354,4514,5281,5517,-1,5001
"23495",12,"LT5","2009","233",4,16000,4123,4268,4968,5094,-1,4543
"23496",24,"LT5","2009","233",4,16000,4255,4405,5072,5376,-1,4825
"23497",9,"LT5","2009","249",0,1295,1601,1957,2716,4203,-1,3655
"23498",9,"LT5","2009","249",0,1406,1819,2252,3015,4424,-1,4026
"23499",8,"LT5","2009","249",0,1314,1747,2134,2978,4228,-1,3729
"23500",8,"LT5","2009","249",0,1463,1856,2458,3312,4424,-1,4062
"23501",6,"LT5","2009","249",0,1332,1856,2281,3089,4424,-1,4026
"23502",5,"LT5","2009","249",0,1388,1783,2194,2940,4276,-1,3878
"23503",5,"LT5","2009","249",0,1369,1819,2222,3015,4424,-1,3952
"23504",5,"LT5","2009","249",0,1425,1856,2370,3127,4424,-1,4062
"23505",4,"LT5","2009","249",0,1536,2001,2487,3350,4498,-1,3988
"23506",3,"LT5","2009","249",0,1463,1892,2428,3276,4522,-1,4062
"23507",3,"LT5","2009","249",0,1314,1783,2164,3015,4276,-1,3840
"23508",7,"LT5","2009","249",0,1701,2217,2604,3536,4449,-1,3914
"23509",7,"LT5","2009","249",0,1701,2182,2604,3499,4449,-1,3878
"23510",2,"LT5","2009","249",0,1481,1928,2370,3238,4351,-1,3840
"23511",1,"LT5","2009","249",0,1536,2001,2370,3312,4325,-1,3840
"23512",1,"LT5","2009","249",0,1573,2036,2398,3312,4325,-1,3766
"23513",16,"LT5","2009","249",0,1369,1819,2252,3052,4400,-1,3988
"23514",11,"LT5","2009","249",0,1388,1856,2398,3350,4400,-1,4100
"23515",10,"LT5","2009","249",0,1406,1892,2370,3238,4548,-1,4100
"23516",14,"LT5","2009","249",0,1425,1892,2370,3201,4424,-1,4062
"23517",13,"LT5","2009","249",0,1369,1892,2281,3164,4301,-1,3952
"23518",15,"LT5","2009","249",0,1369,1819,2311,3127,4473,-1,4062
"23519",15,"LT5","2009","249",0,1425,1892,2370,3201,4473,-1,4062
"23520",20,"LT5","2009","249",0,1351,1783,2252,3127,4325,-1,4026
"23521",23,"LT5","2009","249",0,1332,1819,2281,3127,4325,-1,4026
"23522",22,"LT5","2009","249",0,1388,1856,2370,3164,4424,-1,3988
"23523",21,"LT5","2009","249",0,1351,1819,2194,2978,4301,-1,3914
"23524",21,"LT5","2009","249",0,1388,1819,2222,3015,4375,-1,3914
"23525",17,"LT5","2009","249",0,1444,2001,2487,3312,4473,-1,4247
"23526",18,"LT5","2009","249",0,1369,1819,2252,3052,4375,-1,3952
"23527",19,"LT5","2009","249",0,1463,1928,2487,3350,4449,-1,4062
"23528",12,"LT5","2009","249",0,1388,1856,2370,3350,4424,-1,4100
"23529",24,"LT5","2009","249",0,1332,1747,2194,3052,4375,-1,3988
"23530",9,"LT5","2009","265",0,917,1262,1533,2064,3359,-1,2985
"23531",9,"LT5","2009","265",0,1067,1485,1834,2401,3559,-1,3359
"23532",8,"LT5","2009","265",0,974,1373,1654,2289,3409,-1,3135
"23533",8,"LT5","2009","265",0,1105,1596,1985,2699,3583,-1,3472
"23534",6,"LT5","2009","265",0,1067,1522,1925,2624,3559,-1,3434
"23535",5,"LT5","2009","265",0,1030,1410,1774,2289,3484,-1,3210
"23536",5,"LT5","2009","265",0,1086,1522,1895,2476,3609,-1,3322
"23537",5,"LT5","2009","265",0,1086,1485,1864,2476,3609,-1,3322
"23538",4,"LT5","2009","265",0,1180,1670,2075,2699,3683,-1,3434
"23539",3,"LT5","2009","265",0,1124,1633,2015,2699,3659,-1,3472
"23540",3,"LT5","2009","265",0,1049,1485,1895,2588,3559,-1,3247
"23541",7,"LT5","2009","265",0,1106,1559,1956,2699,3559,-1,3322
"23542",7,"LT5","2009","265",0,1050,1522,1926,2662,3559,-1,3322
"23543",2,"LT5","2009","265",0,1050,1522,1864,2550,3459,-1,3210
"23544",1,"LT5","2009","265",0,1031,1448,1804,2550,3485,-1,3211
"23545",1,"LT5","2009","265",0,1012,1411,1834,2513,3534,-1,3285
"23546",16,"LT5","2009","265",0,1067,1522,1864,2513,3533,-1,3284
"23547",11,"LT5","2009","265",0,1105,1522,1895,2624,3559,-1,3321
"23548",10,"LT5","2009","265",0,1105,1522,1895,2513,3633,-1,3359
"23549",14,"LT5","2009","265",0,1050,1522,1895,2550,3609,-1,3359
"23550",13,"LT5","2009","265",0,1087,1522,1956,2625,3583,-1,3397
"23551",15,"LT5","2009","265",0,1105,1522,1925,2550,3633,-1,3397
"23552",15,"LT5","2009","265",0,1105,1559,1985,2625,3659,-1,3359
"23553",20,"LT5","2009","265",0,1030,1485,1895,2513,3533,-1,3246
"23554",23,"LT5","2009","265",0,1086,1484,1925,2624,3508,-1,3210
"23555",22,"LT5","2009","265",0,1067,1559,1895,2587,3508,-1,3284
"23556",21,"LT5","2009","265",0,974,1410,1774,2475,3484,-1,3172
"23557",21,"LT5","2009","265",0,974,1410,1774,2401,3509,-1,3135
"23558",17,"LT5","2009","265",0,1086,1633,2045,2699,3658,-1,3434
"23559",18,"LT5","2009","265",0,1049,1447,1834,2438,3583,-1,3246
"23560",19,"LT5","2009","265",0,1030,1559,2015,2661,3633,-1,3359
"23561",12,"LT5","2009","265",0,1086,1522,1985,2662,3683,-1,3434
"23562",24,"LT5","2009","265",0,1010,1410,1804,2475,3434,-1,3135
"23563",9,"LT5","2009","281",0,1170,1486,1782,2387,3896,-1,3444
"23564",9,"LT5","2009","281",0,1315,1730,2175,2745,4080,-1,3723
"23565",8,"LT5","2009","281",0,1274,1649,2045,2745,4002,-1,3563
"23566",8,"LT5","2009","281",0,1378,1852,2371,3102,4186,-1,3881
"23567",6,"LT5","2009","281",0,1335,1771,2208,2903,4106,-1,3683
"23568",5,"LT5","2009","281",0,1274,1730,2110,2705,3922,-1,3602
"23569",5,"LT5","2009","281",0,1253,1690,2110,2745,4106,-1,3723
"23570",5,"LT5","2009","281",0,1356,1771,2175,2825,4186,-1,3762
"23571",4,"LT5","2009","281",0,1356,1852,2370,2983,4212,-1,3842
"23572",3,"LT5","2009","281",0,1378,1892,2371,3062,4292,-1,4000
"23573",3,"LT5","2009","281",0,1295,1811,2240,2943,4027,-1,3683
"23574",7,"LT5","2009","281",0,1315,1852,2371,3181,4265,-1,3921
"23575",7,"LT5","2009","281",0,1295,1852,2339,3102,4160,-1,3881
"23576",2,"LT5","2009","281",0,1213,1730,2143,2904,4027,-1,3802
"23577",1,"LT5","2009","281",0,1274,1771,2209,2943,4080,-1,3642
"23578",1,"LT5","2009","281",0,1315,1812,2240,2984,4107,-1,3642
"23579",16,"LT5","2009","281",0,1253,1771,2208,2903,4054,-1,3762
"23580",11,"LT5","2009","281",0,1295,1811,2273,3062,4212,-1,3881
"23581",10,"LT5","2009","281",0,1315,1852,2306,2983,4133,-1,3881
"23582",14,"LT5","2009","281",0,1295,1852,2240,2943,4107,-1,3802
"23583",13,"LT5","2009","281",0,1295,1771,2339,3023,4186,-1,3842
"23584",15,"LT5","2009","281",0,1336,1771,2208,2943,4133,-1,3802
"23585",15,"LT5","2009","281",0,1315,1811,2273,2943,4133,-1,3802
"23586",20,"LT5","2009","281",0,1232,1771,2077,2825,4080,-1,3642
"23587",23,"LT5","2009","281",0,1170,1649,2175,2943,3975,-1,3642
"23588",22,"LT5","2009","281",0,1294,1811,2175,2903,4053,-1,3602
"23589",21,"LT5","2009","281",0,1232,1649,2142,2784,3975,-1,3563
"23590",21,"LT5","2009","281",0,1274,1690,2045,2705,3975,-1,3642
