"","Plot","sensor","year","doy","cfmask","sr_band1","sr_band2","sr_band3","sr_band4","sr_band5","sr_band6","sr_band7"
"31594",7,"LT5","1996","157",0,950,1344,1797,2389,3505,-1,3176
"31595",2,"LT5","1996","157",0,967,1311,1797,2389,3367,-1,3142
"31596",1,"LT5","1996","157",0,983,1344,1824,2423,3505,-1,3211
"31597",1,"LT5","1996","157",0,1035,1377,1851,2492,3482,-1,3246
"31598",16,"LT5","1996","157",0,1017,1377,1851,2458,3574,-1,3280
"31599",11,"LT5","1996","157",0,1035,1344,1851,2458,3575,-1,3281
"31600",10,"LT5","1996","157",0,1017,1444,1960,2595,3645,-1,3384
"31601",14,"LT5","1996","157",0,1051,1444,2014,2629,3645,-1,3488
"31602",13,"LT5","1996","157",0,967,1311,1769,2389,3505,-1,3211
"31603",15,"LT5","1996","157",0,1000,1410,1932,2527,3551,-1,3315
"31604",15,"LT5","1996","157",0,967,1344,1824,2423,3459,-1,3246
"31605",20,"LT5","1996","157",0,967,1344,1824,2492,3505,-1,3315
"31606",23,"LT5","1996","157",0,983,1344,1824,2423,3482,-1,3246
"31607",22,"LT5","1996","157",0,1035,1443,1932,2560,3505,-1,3246
"31608",21,"LT5","1996","157",0,950,1344,1851,2458,3436,-1,3246
"31609",21,"LT5","1996","157",0,1017,1377,1879,2527,3574,-1,3280
"31610",17,"LT5","1996","157",0,1035,1410,1960,2595,3551,-1,3384
"31611",18,"LT5","1996","157",0,967,1311,1824,2389,3482,-1,3176
"31612",19,"LT5","1996","157",0,1017,1410,1932,2527,3599,-1,3280
"31613",12,"LT5","1996","157",0,949,1311,1742,2320,3413,-1,3246
"31614",24,"LT5","1996","157",0,1034,1377,1824,2492,3599,-1,3315
"31615",9,"LT5","1996","173",4,16000,4164,4366,4933,3625,-1,2890
"31616",9,"LT5","1996","173",4,16000,3936,4122,4724,3531,-1,2925
"31617",8,"LT5","1996","173",4,3608,3612,3851,4376,3271,-1,2642
"31618",8,"LT5","1996","173",4,3428,3449,3633,4166,3059,-1,2572
"31619",6,"LT5","1996","173",4,2685,2725,2976,3465,2444,-1,1899
"31620",5,"LT5","1996","173",4,3116,3220,3442,3885,2775,-1,2182
"31621",5,"LT5","1996","173",4,3099,3187,3415,3885,2752,-1,2182
"31622",5,"LT5","1996","173",4,3264,3285,3523,4061,2870,-1,2253
"31623",4,"LT5","1996","173",4,3215,3187,3387,3921,2799,-1,2289
"31624",3,"LT5","1996","173",4,16000,3709,3932,4410,3201,-1,2606
"31625",3,"LT5","1996","173",4,16000,4099,4393,4898,3555,-1,2996
"31626",7,"LT5","1996","173",4,16000,4001,4203,4794,3649,-1,2996
"31627",7,"LT5","1996","173",4,16000,4067,4339,4829,3625,-1,2960
"31628",2,"LT5","1996","173",4,16000,4678,4879,5560,4120,-1,3456
"31629",1,"LT5","1996","173",4,16000,4710,4879,5525,4145,-1,3421
"31630",1,"LT5","1996","173",4,16000,4646,4825,5490,3980,-1,3385
"31631",16,"LT5","1996","173",4,16000,3904,4122,4655,3436,-1,2854
"31632",11,"LT5","1996","173",4,2951,3054,3223,3710,2633,-1,2041
"31633",10,"LT5","1996","173",4,16000,4131,4339,4864,3743,-1,3067
"31634",14,"LT5","1996","173",4,3313,3318,3551,3991,2964,-1,2395
"31635",13,"LT5","1996","173",4,2852,2758,2894,3289,2398,-1,1934
"31636",15,"LT5","1996","173",4,16000,3774,3987,4550,3436,-1,2819
"31637",15,"LT5","1996","173",4,16000,3709,3905,4445,3319,-1,2677
"31638",20,"LT5","1996","173",4,3198,3153,3360,3850,2799,-1,2253
"31639",23,"LT5","1996","173",4,3132,3187,3415,3921,2752,-1,2182
"31640",22,"LT5","1996","173",4,3330,3318,3551,4026,2823,-1,2218
"31641",21,"LT5","1996","173",4,2934,2989,3196,3605,2586,-1,2111
"31642",21,"LT5","1996","173",4,3017,2989,3223,3675,2752,-1,2289
"31643",17,"LT5","1996","173",4,16000,4421,4690,5317,4003,-1,3421
"31644",18,"LT5","1996","173",4,3330,3318,3578,4096,2964,-1,2430
"31645",19,"LT5","1996","173",4,2868,2923,3196,3640,2610,-1,2076
"31646",12,"LT5","1996","173",4,3115,3187,3360,3850,2775,-1,2182
"31647",24,"LT5","1996","173",4,3281,3350,3551,4096,3059,-1,2430
"31648",9,"LT5","1996","189",0,977,1339,1731,2659,3404,-1,3077
"31649",9,"LT5","1996","189",0,1066,1476,1956,2804,3526,-1,3368
"31650",8,"LT5","1996","189",0,924,1305,1703,2623,3356,-1,2896
"31651",8,"LT5","1996","189",0,995,1408,1787,2732,3501,-1,3077
"31652",6,"LT5","1996","189",0,942,1339,1816,2732,3501,-1,3223
"31653",5,"LT5","1996","189",0,977,1373,1787,2732,3428,-1,3113
"31654",5,"LT5","1996","189",0,1048,1476,1956,2841,3550,-1,3260
"31655",5,"LT5","1996","189",0,1083,1545,1985,2841,3646,-1,3332
"31656",4,"LT5","1996","189",0,1048,1476,1956,2841,3598,-1,3332
"31657",3,"LT5","1996","189",0,959,1339,1731,2623,3379,-1,3113
"31658",3,"LT5","1996","189",0,906,1270,1674,2586,3187,-1,2750
"31659",7,"LT5","1996","189",0,942,1339,1759,2695,3379,-1,3113
"31660",7,"LT5","1996","189",0,942,1339,1759,2659,3379,-1,3041
"31661",2,"LT5","1996","189",0,888,1305,1674,2695,3307,-1,2932
"31662",1,"LT5","1996","189",0,959,1339,1731,2695,3356,-1,3005
"31663",1,"LT5","1996","189",0,942,1339,1731,2732,3356,-1,2968
"31664",16,"LT5","1996","189",0,977,1373,1787,2586,3379,-1,3186
"31665",11,"LT5","1996","189",0,942,1373,1787,2623,3428,-1,3150
"31666",10,"LT5","1996","189",0,995,1408,1872,2732,3452,-1,3150
"31667",14,"LT5","1996","189",0,1066,1476,1956,2768,3549,-1,3260
"31668",13,"LT5","1996","189",0,942,1305,1731,2586,3404,-1,3077
"31669",15,"LT5","1996","189",0,977,1442,1844,2659,3477,-1,3260
"31670",15,"LT5","1996","189",0,924,1373,1844,2550,3404,-1,3077
"31671",20,"LT5","1996","189",0,906,1305,1703,2695,3332,-1,2896
"31672",23,"LT5","1996","189",0,906,1270,1674,2695,3332,-1,3005
"31673",22,"LT5","1996","189",0,995,1408,1844,2695,3428,-1,3113
"31674",21,"LT5","1996","189",0,959,1373,1787,2659,3332,-1,3041
"31675",21,"LT5","1996","189",0,959,1373,1816,2659,3379,-1,3077
"31676",17,"LT5","1996","189",0,1012,1408,1872,2695,3477,-1,3223
"31677",18,"LT5","1996","189",0,977,1339,1787,2623,3404,-1,3113
"31678",19,"LT5","1996","189",0,995,1373,1844,2804,3428,-1,3113
"31679",12,"LT5","1996","189",0,906,1270,1646,2514,3379,-1,3077
"31680",24,"LT5","1996","189",0,941,1373,1758,2659,3452,-1,3113
"31681",9,"LT5","1996","221",2,797,940,1119,1961,1640,-1,1212
"31682",9,"LT5","1996","221",2,837,977,1180,1961,1742,-1,1289
"31683",8,"LT5","1996","221",2,1053,1164,1333,2198,1949,-1,1482
"31684",8,"LT5","1996","221",2,1015,1127,1302,2159,1923,-1,1366
"31685",6,"LT5","1996","221",2,837,977,1211,2041,1691,-1,1250
"31686",5,"LT5","1996","221",2,679,903,1057,1882,1563,-1,1134
"31687",5,"LT5","1996","221",2,719,903,1087,1961,1640,-1,1212
"31688",5,"LT5","1996","221",2,759,940,1149,1961,1665,-1,1250
"31689",4,"LT5","1996","221",2,778,940,1057,1961,1640,-1,1212
"31690",3,"LT5","1996","221",2,936,1051,1211,2040,1768,-1,1366
"31691",3,"LT5","1996","221",2,955,1201,1333,2198,1897,-1,1366
"31692",7,"LT5","1996","221",2,1093,1276,1486,2356,2129,-1,1637
"31693",7,"LT5","1996","221",2,1132,1276,1455,2276,2103,-1,1637
"31694",2,"LT5","1996","221",2,877,1014,1149,2040,1717,-1,1250
"31695",1,"LT5","1996","221",2,778,940,1087,1922,1640,-1,1212
"31696",1,"LT5","1996","221",2,738,903,1027,1882,1614,-1,1134
"31697",16,"LT5","1996","221",2,818,977,1149,1961,1768,-1,1250
"31698",11,"LT5","1996","221",2,856,977,1149,1922,1691,-1,1289
"31699",10,"LT5","1996","221",2,856,1014,1211,2041,1768,-1,1289
"31700",14,"LT5","1996","221",2,955,1090,1333,2080,1897,-1,1444
"31701",13,"LT5","1996","221",2,1074,1201,1364,2198,1974,-1,1521
"31702",15,"LT5","1996","221",2,896,1051,1302,1961,1846,-1,1327
"31703",15,"LT5","1996","221",2,877,1014,1241,1922,1871,-1,1366
"31704",20,"LT5","1996","221",2,1034,1238,1395,2237,1974,-1,1444
"31705",23,"LT5","1996","221",2,719,902,1057,1961,1537,-1,1096
"31706",22,"LT5","1996","221",2,679,902,1087,1843,1589,-1,1096
"31707",21,"LT5","1996","221",2,698,865,1087,1922,1615,-1,1172
"31708",21,"LT5","1996","221",2,837,977,1211,2041,1717,-1,1250
"31709",17,"LT5","1996","221",2,1093,1238,1455,2276,2052,-1,1521
"31710",18,"LT5","1996","221",2,917,1051,1241,2001,1768,-1,1327
"31711",19,"LT5","1996","221",2,818,940,1180,1961,1691,-1,1250
"31712",12,"LT5","1996","221",2,719,865,1057,1922,1589,-1,1134
"31713",24,"LT5","1996","221",2,759,940,1149,2001,1768,-1,1250
"31714",9,"LT5","1996","237",4,16000,4483,4676,5435,4891,-1,4336
"31715",9,"LT5","1996","237",4,16000,4994,5184,5970,5251,-1,4646
"31716",8,"LT5","1996","237",4,2733,2923,3253,4052,4041,-1,3132
"31717",8,"LT5","1996","237",4,3646,3968,4135,5015,4453,-1,3443
"31718",6,"LT5","1996","237",4,16000,5067,5304,6427,16000,-1,5345
"31719",5,"LT5","1996","237",4,16000,5607,5897,6843,16000,-1,5887
"31720",5,"LT5","1996","237",4,16000,5247,5512,6617,16000,-1,5848
"31721",5,"LT5","1996","237",4,16000,5176,5452,6541,16000,-1,5654
"31722",4,"LT5","1996","237",4,16000,5750,6044,6994,16000,-1,5693
"31723",3,"LT5","1996","237",4,16000,4994,5303,6199,6048,-1,5072
"31724",3,"LT5","1996","237",4,16000,5030,5333,6237,5868,-1,4879
"31725",7,"LT5","1996","237",4,3210,3448,3589,4283,3833,-1,2860
"31726",7,"LT5","1996","237",4,2659,2961,3192,4052,3808,-1,3093
"31727",2,"LT5","1996","237",4,2454,2583,2793,3587,3421,-1,2743
"31728",1,"LT5","1996","237",4,3155,3412,3619,4438,4221,-1,3326
"31729",1,"LT5","1996","237",4,16000,4739,5035,5970,5251,-1,4103
"31730",16,"LT5","1996","237",4,16000,4667,4856,5588,5405,-1,4840
"31731",11,"LT5","1996","237",4,1946,2202,2331,2926,3033,-1,2432
"31732",10,"LT5","1996","237",4,3950,4263,4346,5130,4711,-1,3947
"31733",14,"LT5","1996","237",4,16000,6987,7185,7748,6150,-1,5111
"31734",13,"LT5","1996","237",4,16000,6390,6485,7032,5431,-1,4453
"31735",15,"LT5","1996","237",4,16000,6566,6660,7409,16000,-1,5654
"31736",15,"LT5","1996","237",4,16000,7092,7243,7934,16000,-1,5732
"31737",20,"LT5","1996","237",4,3950,4154,4316,4976,4634,-1,4142
"31738",23,"LT5","1996","237",4,597,731,832,1278,1144,-1,759
"31739",22,"LT5","1996","237",4,1585,1703,1896,2340,2465,-1,2316
"31740",21,"LT5","1996","237",4,3008,3112,3345,3975,3705,-1,3132
"31741",21,"LT5","1996","237",4,2824,3112,3192,3859,3654,-1,2860
"31742",17,"LT5","1996","237",4,1374,1394,1648,1987,1844,-1,1576
"31743",18,"LT5","1996","237",4,832,887,1053,1397,1351,-1,1031
"31744",19,"LT5","1996","237",4,657,692,927,1278,1170,-1,798
"31745",12,"LT5","1996","237",4,930,1005,1084,1436,1403,-1,1070
"31746",24,"LT5","1996","237",4,637,769,927,1278,1066,-1,759
"31747",9,"LT5","1996","253",4,2102,2370,2643,3382,2917,-1,2550
"31748",9,"LT5","1996","253",4,1964,2251,2483,3222,2730,-1,2429
"31749",8,"LT5","1996","253",4,2648,2999,3153,3983,3369,-1,3111
"31750",8,"LT5","1996","253",4,2550,2804,3025,3823,3263,-1,2950
"31751",6,"LT5","1996","253",4,2337,2567,2771,3583,2996,-1,2711
"31752",5,"LT5","1996","253",4,2004,2410,2547,3302,2810,-1,2510
"31753",5,"LT5","1996","253",4,1984,2331,2515,3302,2783,-1,2470
"31754",5,"LT5","1996","253",4,1964,2251,2420,3222,2703,-1,2229
"31755",4,"LT5","1996","253",4,2259,2488,2675,3503,2917,-1,2550
"31756",3,"LT5","1996","253",4,2415,2725,2899,3703,3103,-1,2910
"31757",3,"LT5","1996","253",4,2512,2804,2931,3783,3209,-1,2991
"31758",7,"LT5","1996","253",4,2512,2725,2931,3703,3130,-1,2870
"31759",7,"LT5","1996","253",4,2453,2725,2899,3663,3077,-1,2830
"31760",2,"LT5","1996","253",4,2415,2725,2931,3743,3130,-1,2790
"31761",1,"LT5","1996","253",4,2298,2606,2771,3543,3023,-1,2790
"31762",1,"LT5","1996","253",4,2200,2488,2675,3462,2836,-1,2550
"31763",16,"LT5","1996","253",4,2318,2606,2738,3543,2996,-1,2750
"31764",11,"LT5","1996","253",4,2298,2606,2771,3583,2996,-1,2830
"31765",10,"LT5","1996","253",4,1905,2172,2355,3102,2623,-1,2269
"31766",14,"LT5","1996","253",4,2181,2488,2706,3462,2889,-1,2711
"31767",13,"LT5","1996","253",4,2434,2685,2899,3663,3077,-1,2870
"31768",15,"LT5","1996","253",4,1925,2172,2387,3182,2650,-1,2349
"31769",15,"LT5","1996","253",4,1964,2251,2483,3182,2757,-1,2389
"31770",20,"LT5","1996","253",4,1727,2052,2226,2940,2597,-1,2309
"31771",23,"LT5","1996","253",4,2318,2567,2675,3543,3049,-1,2750
"31772",22,"LT5","1996","253",4,1945,2211,2387,3182,2676,-1,2470
"31773",21,"LT5","1996","253",4,1707,1973,2194,2860,2543,-1,2269
"31774",21,"LT5","1996","253",4,1707,1973,2226,2940,2543,-1,2148
"31775",17,"LT5","1996","253",4,2240,2488,2706,3503,3023,-1,2711
"31776",18,"LT5","1996","253",4,2121,2410,2643,3382,2970,-1,2630
"31777",19,"LT5","1996","253",4,2297,2567,2738,3543,3077,-1,2870
"31778",12,"LT5","1996","253",4,2453,2764,2931,3743,3209,-1,2910
"31779",24,"LT5","1996","253",4,2512,2843,2963,3783,3263,-1,2991
"31780",9,"LT5","1996","269",0,849,1213,1592,2584,3135,-1,2644
"31781",9,"LT5","1996","269",0,1012,1416,1919,2831,3493,-1,3017
"31782",8,"LT5","1996","269",0,829,1254,1559,2584,3024,-1,2477
"31783",8,"LT5","1996","269",0,910,1375,1723,2707,3245,-1,2769
"31784",6,"LT5","1996","269",0,972,1375,1756,2749,3329,-1,2977
"31785",5,"LT5","1996","269",0,992,1335,1788,2707,3300,-1,2852
"31786",5,"LT5","1996","269",0,1012,1375,1821,2872,3383,-1,2935
"31787",5,"LT5","1996","269",0,1052,1497,1985,2913,3493,-1,3059
"31788",4,"LT5","1996","269",0,930,1416,1854,2749,3383,-1,2977
"31789",3,"LT5","1996","269",0,930,1335,1657,2501,3217,-1,2727
"31790",3,"LT5","1996","269",0,768,1131,1362,2419,3024,-1,2477
"31791",7,"LT5","1996","269",0,910,1375,1756,2749,3410,-1,2934
"31792",7,"LT5","1996","269",0,930,1416,1788,2749,3300,-1,2934
"31793",2,"LT5","1996","269",0,869,1294,1657,2625,3080,-1,2644
"31794",1,"LT5","1996","269",0,889,1335,1691,2625,3107,-1,2561
"31795",1,"LT5","1996","269",0,910,1335,1657,2626,3136,-1,2602
"31796",16,"LT5","1996","269",0,890,1335,1755,2665,3300,-1,2851
"31797",11,"LT5","1996","269",0,910,1375,1723,2707,3355,-1,2934
"31798",10,"LT5","1996","269",0,972,1416,1820,2790,3383,-1,3059
"31799",14,"LT5","1996","269",0,1052,1497,1985,2831,3493,-1,3184
"31800",13,"LT5","1996","269",0,930,1335,1690,2584,3245,-1,2934
"31801",15,"LT5","1996","269",0,952,1416,1886,2665,3383,-1,3017
"31802",15,"LT5","1996","269",0,952,1335,1755,2583,3355,-1,2892
"31803",20,"LT5","1996","269",0,850,1294,1657,2707,3162,-1,2726
"31804",23,"LT5","1996","269",0,850,1254,1624,2707,3079,-1,2684
"31805",22,"LT5","1996","269",0,930,1335,1723,2665,3189,-1,2809
"31806",21,"LT5","1996","269",0,910,1335,1690,2625,3189,-1,2809
"31807",21,"LT5","1996","269",0,890,1375,1723,2706,3217,-1,2809
"31808",17,"LT5","1996","269",0,952,1416,1788,2707,3300,-1,2934
"31809",18,"LT5","1996","269",0,930,1375,1755,2625,3245,-1,2851
"31810",19,"LT5","1996","269",0,890,1375,1788,2748,3328,-1,2934
"31811",12,"LT5","1996","269",0,849,1254,1592,2542,3190,-1,2685
"31812",24,"LT5","1996","269",0,890,1335,1723,2625,3300,-1,2934
"31813",9,"LT5","1996","285",0,847,1131,1601,2568,3052,-1,2595
"31814",9,"LT5","1996","285",0,974,1373,1867,2740,3370,-1,3073
"31815",8,"LT5","1996","285",0,804,1091,1500,2440,2937,-1,2421
"31816",8,"LT5","1996","285",0,889,1212,1701,2697,3196,-1,2769
"31817",6,"LT5","1996","285",0,910,1252,1634,2654,3283,-1,2900
"31818",5,"LT5","1996","285",0,910,1212,1634,2568,3138,-1,2813
"31819",5,"LT5","1996","285",0,931,1292,1735,2740,3341,-1,2856
"31820",5,"LT5","1996","285",0,931,1332,1867,2826,3456,-1,3117
"31821",4,"LT5","1996","285",0,931,1292,1768,2697,3427,-1,2943
"31822",3,"LT5","1996","285",0,889,1212,1634,2568,3196,-1,2769
"31823",3,"LT5","1996","285",0,783,1090,1467,2396,2879,-1,2334
"31824",7,"LT5","1996","285",0,889,1332,1768,2654,3341,-1,2943
"31825",7,"LT5","1996","285",0,910,1252,1667,2654,3312,-1,2943
"31826",2,"LT5","1996","285",0,868,1172,1568,2525,3023,-1,2595
"31827",1,"LT5","1996","285",0,847,1172,1568,2525,3138,-1,2682
"31828",1,"LT5","1996","285",0,889,1172,1568,2525,3080,-1,2639
"31829",16,"LT5","1996","285",0,889,1212,1701,2612,3254,-1,2856
"31830",11,"LT5","1996","285",0,868,1212,1667,2525,3254,-1,2856
"31831",10,"LT5","1996","285",0,931,1292,1834,2783,3427,-1,2986
"31832",14,"LT5","1996","285",0,974,1332,1867,2697,3427,-1,3117
"31833",13,"LT5","1996","285",0,889,1212,1634,2568,3167,-1,2899
"31834",15,"LT5","1996","285",0,953,1292,1735,2568,3341,-1,3073
"31835",15,"LT5","1996","285",0,910,1252,1667,2568,3196,-1,2943
"31836",20,"LT5","1996","285",0,826,1172,1568,2654,3023,-1,2639
"31837",23,"LT5","1996","285",0,931,1171,1634,2654,2994,-1,2639
"31838",22,"LT5","1996","285",0,910,1171,1634,2568,3138,-1,2813
"31839",21,"LT5","1996","285",0,826,1172,1634,2568,3109,-1,2769
"31840",21,"LT5","1996","285",0,889,1212,1667,2654,3196,-1,2856
"31841",17,"LT5","1996","285",0,889,1252,1735,2612,3225,-1,2900
"31842",18,"LT5","1996","285",0,847,1171,1601,2483,3138,-1,2856
"31843",19,"LT5","1996","285",0,868,1252,1735,2697,3283,-1,2987
"31844",12,"LT5","1996","285",0,847,1050,1434,2396,3080,-1,2639
"31845",24,"LT5","1996","285",0,868,1252,1667,2568,3283,-1,2900
"31846",9,"LT5","1996","301",4,16000,7743,7720,8064,4605,-1,3302
"31847",9,"LT5","1996","301",4,16000,7527,7575,7835,4417,-1,3113
"31848",8,"LT5","1996","301",4,16000,7048,7103,7376,3664,-1,2592
"31849",8,"LT5","1996","301",4,16000,7179,7176,7423,3852,-1,2686
"31850",6,"LT5","1996","301",4,16000,8303,8296,8750,5390,-1,3824
"31851",5,"LT5","1996","301",4,16000,8389,8404,8841,5452,-1,3966
"31852",5,"LT5","1996","301",4,16000,8389,8404,8887,5547,-1,3966
"31853",5,"LT5","1996","301",4,16000,8432,8440,8933,5640,-1,4060
"31854",4,"LT5","1996","301",4,16000,8088,8080,8431,4982,-1,3539
"31855",3,"LT5","1996","301",4,16000,7743,7684,8019,4543,-1,3207
"31856",3,"LT5","1996","301",4,16000,7353,7358,7607,4135,-1,2781
"31857",7,"LT5","1996","301",4,16000,6654,6594,6826,3131,-1,2212
"31858",7,"LT5","1996","301",4,16000,6654,6594,6733,3068,-1,2117
"31859",2,"LT5","1996","301",4,16000,6917,6922,7147,3477,-1,2496
"31860",1,"LT5","1996","301",4,16000,7092,7031,7285,3570,-1,2639
"31861",1,"LT5","1996","301",4,16000,6961,7067,7239,3477,-1,2543
"31862",16,"LT5","1996","301",4,16000,7483,7502,7789,4355,-1,3065
"31863",11,"LT5","1996","301",4,16000,7570,7647,7973,4448,-1,3018
"31864",10,"LT5","1996","301",4,16000,7787,7791,8019,4669,-1,3207
"31865",14,"LT5","1996","301",4,16000,6698,6704,6964,3225,-1,2307
"31866",13,"LT5","1996","301",4,16000,6654,6667,6780,3036,-1,2117
"31867",15,"LT5","1996","301",4,16000,7222,7249,7514,3916,-1,2875
"31868",15,"LT5","1996","301",4,16000,7048,6958,7239,3601,-1,2543
"31869",20,"LT5","1996","301",4,16000,6742,6667,6780,3100,-1,2022
"31870",23,"LT5","1996","301",4,16000,7787,7827,8156,4605,-1,3254
"31871",22,"LT5","1996","301",4,16000,7353,7393,7652,4073,-1,2686
"31872",21,"LT5","1996","301",4,16000,6873,6885,7055,3319,-1,2164
"31873",21,"LT5","1996","301",4,16000,6785,6704,6918,3288,-1,2022
"31874",17,"LT5","1996","301",4,16000,7353,7358,7560,4104,-1,2875
"31875",18,"LT5","1996","301",4,16000,7222,7249,7514,3885,-1,2496
"31876",19,"LT5","1996","301",4,16000,7613,7538,7927,4324,-1,2971
"31877",12,"LT5","1996","301",4,16000,7657,7647,7973,4417,-1,3113
"31878",24,"LT5","1996","301",4,16000,7743,7755,8110,4605,-1,3160
"31879",9,"LT5","1996","317",0,816,1208,1559,2232,2938,-1,2575
"31880",9,"LT5","1996","317",0,974,1520,1933,2580,3340,-1,2982
"31881",8,"LT5","1996","317",0,870,1260,1518,2232,2837,-1,2372
"31882",8,"LT5","1996","317",0,949,1364,1767,2480,3138,-1,2727
"31883",6,"LT5","1996","317",0,973,1364,1767,2530,3239,-1,2880
"31884",5,"LT5","1996","317",0,1000,1416,1808,2530,3239,-1,2829
"31885",5,"LT5","1996","317",0,1052,1468,1933,2580,3373,-1,2930
"31886",5,"LT5","1996","317",0,1026,1519,1974,2580,3373,-1,3032
"31887",4,"LT5","1996","317",0,973,1364,1892,2530,3440,-1,2880
"31888",3,"LT5","1996","317",0,870,1312,1601,2332,3071,-1,2625
"31889",3,"LT5","1996","317",0,817,1156,1434,2182,2770,-1,2524
"31890",7,"LT5","1996","317",0,922,1364,1767,2480,3239,-1,2829
"31891",7,"LT5","1996","317",0,922,1364,1767,2530,3172,-1,2829
"31892",2,"LT5","1996","317",0,974,1416,1685,2431,3071,-1,2524
"31893",1,"LT5","1996","317",0,922,1364,1685,2432,3172,-1,2575
"31894",1,"LT5","1996","317",0,949,1364,1726,2432,3138,-1,2677
"31895",16,"LT5","1996","317",0,895,1312,1726,2431,3205,-1,2829
"31896",11,"LT5","1996","317",0,948,1312,1726,2381,3239,-1,2778
"31897",10,"LT5","1996","317",0,1026,1468,1933,2580,3273,-1,2829
"31898",14,"LT5","1996","317",0,1000,1468,1933,2580,3340,-1,2982
"31899",13,"LT5","1996","317",0,974,1364,1685,2431,3205,-1,2829
"31900",15,"LT5","1996","317",0,974,1364,1808,2431,3205,-1,2982
"31901",15,"LT5","1996","317",0,922,1364,1726,2382,3138,-1,2829
"31902",20,"LT5","1996","317",0,870,1312,1684,2431,3071,-1,2677
"31903",23,"LT5","1996","317",0,842,1260,1643,2381,3039,-1,2625
"31904",22,"LT5","1996","317",0,948,1364,1851,2431,3071,-1,2677
"31905",21,"LT5","1996","317",0,921,1312,1726,2480,3138,-1,2727
"31906",21,"LT5","1996","317",0,973,1364,1767,2530,3138,-1,2778
"31907",17,"LT5","1996","317",0,948,1364,1892,2480,3205,-1,2880
"31908",18,"LT5","1996","317",0,921,1364,1767,2381,3039,-1,2727
"31909",19,"LT5","1996","317",0,921,1364,1808,2530,3138,-1,2778
"31910",12,"LT5","1996","317",0,842,1208,1559,2182,3005,-1,2575
"31911",24,"LT5","1996","317",0,894,1312,1726,2381,3039,-1,2677
"31912",9,"LT5","1996","333",4,16000,8336,8413,8889,4635,-1,4085
"31913",9,"LT5","1996","333",4,16000,8284,8413,8889,4635,-1,4027
"31914",8,"LT5","1996","333",4,16000,8547,8545,9167,4749,-1,4200
"31915",8,"LT5","1996","333",4,16000,8547,8633,9111,4749,-1,4259
"31916",6,"LT5","1996","333",4,16000,8545,8631,9165,4938,-1,4200
"31917",5,"LT5","1996","333",4,16000,8336,8588,8999,4825,-1,4258
"31918",5,"LT5","1996","333",4,16000,8388,8457,8999,4748,-1,4200
"31919",5,"LT5","1996","333",4,16000,8336,8324,8943,4673,-1,4085
"31920",4,"LT5","1996","333",4,16000,8231,8282,8722,4558,-1,4027
"31921",3,"LT5","1996","333",4,16000,8494,8545,9000,4749,-1,4142
"31922",3,"LT5","1996","333",4,16000,8599,8676,9222,4710,-1,4200
"31923",7,"LT5","1996","333",4,16000,8757,8896,9333,4864,-1,4316
"31924",7,"LT5","1996","333",4,16000,8757,8852,9389,4864,-1,4374
"31925",2,"LT5","1996","333",4,16000,8600,8720,9222,4749,-1,4200
"31926",1,"LT5","1996","333",4,16000,8705,8808,9389,4674,-1,4316
"31927",1,"LT5","1996","333",4,16000,8757,8852,9389,4825,-1,4201
"31928",16,"LT5","1996","333",4,16000,8231,8457,8943,4710,-1,4142
"31929",11,"LT5","1996","333",4,16000,8440,8456,8943,4748,-1,4200
"31930",10,"LT5","1996","333",4,16000,8336,8325,8943,4748,-1,4200
"31931",14,"LT5","1996","333",4,16000,8390,8589,9111,4749,-1,4316
"31932",13,"LT5","1996","333",4,16000,8705,8808,9389,5015,-1,4548
